GISJOIN,YEAR,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,CDA,SLDU18A,SLDL18A,VTDA,VTDI,SDELMA,SDSECA,SDUNIA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,U7B001,U7B002,U7B003,U7B004,U7B005,U7B006,U7B007,U7B008,U7B009,U7B010,U7B011,U7B012,U7B013,U7B014,U7B015,U7B016,U7B017,U7B018,U7B019,U7B020,U7B021,U7B022,U7B023,U7B024,U7B025,U7B026,U7B027,U7B028,U7B029,U7B030,U7B031,U7B032,U7B033,U7B034,U7B035,U7B036,U7B037,U7B038,U7B039,U7B040,U7B041,U7B042,U7B043,U7B044,U7B045,U7B046,U7B047,U7B048,U7B049,U7B050,U7B051,U7B052,U7B053,U7B054,U7B055,U7B056,U7B057,U7B058,U7B059,U7B060,U7B061,U7B062,U7B063,U7B064,U7B065,U7B066,U7B067,U7B068,U7B069,U7B070,U7B071
"G72000504004002","2020","1500000US720054004002","720054004002","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400400","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"4267901","2717115","2","Block Group 2","S","+18.4853330","-067.1562600","BG",1085,587,230,32,0,0,0,325,498,473,11,1,2,0,435,1,0,0,20,0,1,0,0,0,2,6,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504004003","2020","1500000US720054004003","720054004003","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400400","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1507377","0","3","Block Group 3","S","+18.4666177","-067.1568967","BG",1674,961,358,55,3,4,0,541,713,665,6,4,0,0,599,0,0,0,50,0,0,5,0,0,1,31,8,0,0,14,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504005011","2020","1500000US720054005011","720054005011","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400501","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"3225236","9765","1","Block Group 1","S","+18.4681963","-067.1291984","BG",2592,1135,444,56,17,3,1,614,1457,1355,14,3,1,0,1235,0,0,0,94,0,0,8,0,0,0,68,22,0,0,39,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
"G72000504005012","2020","1500000US720054005012","720054005012","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400501","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"440539","793","2","Block Group 2","S","+18.4801911","-067.1437616","BG",672,354,212,27,5,1,0,109,318,305,23,1,0,0,215,0,0,0,62,1,0,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504005021","2020","1500000US720054005021","720054005021","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400502","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1268030","81","1","Block Group 1","S","+18.4702418","-067.1480617","BG",2071,1009,374,50,7,0,1,577,1062,981,23,1,1,0,864,0,0,0,86,0,0,3,0,0,3,52,12,0,0,25,0,0,7,0,0,0,0,0,4,0,4,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504005022","2020","1500000US720054005022","720054005022","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400502","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1769280","882","2","Block Group 2","S","+18.4678333","-067.1386225","BG",1988,1060,494,60,1,1,1,503,928,861,25,1,3,0,762,0,0,0,67,0,1,1,0,1,0,37,11,0,0,16,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504005023","2020","1500000US720054005023","720054005023","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400502","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2056139","7245","3","Block Group 3","S","+18.4569115","-067.1413591","BG",1078,520,166,41,1,1,0,311,558,538,8,0,0,0,455,0,0,0,68,0,0,7,0,0,0,17,10,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504006001","2020","1500000US720054006001","720054006001","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400600","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"260249","0","1","Block Group 1","S","+18.4449579","-067.1525531","BG",740,344,174,57,5,0,0,108,396,375,4,0,3,0,278,0,0,0,89,0,0,0,0,0,1,9,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504006002","2020","1500000US720054006002","720054006002","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400600","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"530465","0","2","Block Group 2","S","+18.4539475","-067.1496044","BG",751,328,103,19,3,0,0,203,423,381,3,4,0,0,341,0,0,0,29,0,0,4,0,0,0,26,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504006003","2020","1500000US720054006003","720054006003","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400600","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"325076","876","3","Block Group 3","S","+18.4486508","-067.1468117","BG",983,512,163,47,4,3,0,295,471,415,9,1,1,0,382,1,0,0,21,0,0,0,0,0,0,11,1,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504007001","2020","1500000US720054007001","720054007001","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400700","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1458077","486760","1","Block Group 1","S","+18.4500369","-067.1593310","BG",1149,689,254,47,6,2,1,379,460,430,0,1,0,0,375,0,0,0,40,0,0,14,0,0,0,19,5,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504007002","2020","1500000US720054007002","720054007002","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400700","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"255512","0","2","Block Group 2","S","+18.4489088","-067.1536813","BG",668,437,89,20,2,0,0,326,231,206,0,1,0,0,192,0,0,0,10,0,0,3,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504007003","2020","1500000US720054007003","720054007003","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400700","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"421054","0","3","Block Group 3","S","+18.4587224","-067.1516199","BG",801,447,151,33,1,1,1,260,354,337,2,2,0,0,301,1,0,1,28,0,0,2,0,0,0,15,3,0,0,8,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504008001","2020","1500000US720054008001","720054008001","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400800","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"158610","473405","1","Block Group 1","S","+18.4365406","-067.1556701","BG",363,214,68,11,2,0,0,133,149,137,0,0,0,0,133,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504008002","2020","1500000US720054008002","720054008002","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400800","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"228149","0","2","Block Group 2","S","+18.4328103","-067.1537010","BG",788,506,219,63,8,0,0,216,282,252,5,0,2,0,224,0,0,0,17,0,2,0,0,1,1,11,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504009001","2020","1500000US720054009001","720054009001","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400900","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1120757","0","1","Block Group 1","S","+18.4371404","-067.1508783","BG",1971,1162,425,118,7,2,0,610,809,715,24,2,0,0,595,5,0,0,86,0,0,1,0,0,2,66,12,0,0,46,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"G72000504012001","2020","1500000US720054012001","720054012001","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401200","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"11912652","14184","1","Block Group 1","S","+18.4212087","-067.1337527","BG",2183,1116,392,72,10,3,0,639,1067,986,23,1,1,0,896,1,0,1,51,0,0,10,0,0,2,59,5,1,0,35,0,0,3,0,0,2,0,0,13,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504012002","2020","1500000US720054012002","720054012002","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401200","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"5087179","33883","2","Block Group 2","S","+18.3983761","-067.1386586","BG",1724,891,296,169,12,5,0,409,833,758,6,4,0,0,665,3,0,0,72,0,0,6,0,0,2,45,7,0,0,23,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"G72000504013011","2020","1500000US720054013011","720054013011","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401301","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"962947","0","1","Block Group 1","S","+18.4447095","-067.1258883","BG",1049,651,317,53,5,2,0,274,398,383,6,2,0,0,328,0,0,0,45,0,1,1,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504013012","2020","1500000US720054013012","720054013012","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401301","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"654324","0","2","Block Group 2","S","+18.4460244","-067.1336441","BG",821,498,228,60,6,0,0,204,323,294,2,0,0,0,262,2,0,0,27,0,0,0,0,1,0,11,3,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504013013","2020","1500000US720054013013","720054013013","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401301","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"651422","0","3","Block Group 3","S","+18.4436345","-067.1377725","BG",2033,1168,561,53,21,8,0,525,865,830,12,1,0,0,748,0,0,0,55,0,0,11,0,2,1,14,6,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504013031","2020","1500000US720054013031","720054013031","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401303","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"7069583","19599","1","Block Group 1","S","+18.4822941","-067.0804948","BG",1044,505,165,34,6,0,0,300,539,497,18,5,0,0,403,0,0,0,59,0,0,12,0,0,0,26,7,0,0,12,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504013032","2020","1500000US720054013032","720054013032","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401303","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"5054635","35986","2","Block Group 2","S","+18.4707030","-067.1104024","BG",1232,719,321,29,7,3,0,359,513,486,11,1,0,0,422,0,0,0,45,0,0,3,0,3,1,15,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504013033","2020","1500000US720054013033","720054013033","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401303","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2039575","0","3","Block Group 3","S","+18.4719878","-067.0981575","BG",749,484,184,27,3,2,0,268,265,245,1,1,0,0,216,0,0,0,25,0,0,2,0,0,0,12,6,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504013041","2020","1500000US720054013041","720054013041","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401304","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1677190","742","1","Block Group 1","S","+18.4606343","-067.1170415","BG",1368,739,198,51,4,0,0,486,629,593,20,0,0,0,495,0,0,0,73,0,0,3,0,0,2,28,8,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504013042","2020","1500000US720054013042","720054013042","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401304","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2306943","493","2","Block Group 2","S","+18.4527942","-067.1307282","BG",1764,981,389,81,14,0,0,497,783,723,8,0,0,0,633,0,0,0,74,0,0,6,0,0,2,46,6,0,0,27,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,14,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504014011","2020","1500000US720054014011","720054014011","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401401","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1146433","31312","1","Block Group 1","S","+18.4717766","-067.0695631","BG",1845,1271,846,119,2,0,0,304,574,563,2,2,3,0,474,3,0,0,79,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504014012","2020","1500000US720054014012","720054014012","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401401","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"733180","0","2","Block Group 2","S","+18.4718594","-067.0785832","BG",1152,571,194,29,2,0,0,346,581,555,2,0,0,0,467,0,0,0,84,0,0,1,0,0,1,15,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504014013","2020","1500000US720054014013","720054014013","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401401","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"4896899","3006","3","Block Group 3","S","+18.4598580","-067.0807025","BG",1623,737,227,54,13,0,0,443,886,837,3,5,0,0,686,2,0,2,128,0,0,5,0,0,6,29,11,0,0,12,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"G72000504014021","2020","1500000US720054014021","720054014021","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401402","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2780901","229","1","Block Group 1","S","+18.4349892","-067.1082698","BG",1165,562,135,60,0,0,0,367,603,564,13,3,0,0,461,0,0,0,79,0,0,3,0,0,5,20,6,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504014022","2020","1500000US720054014022","720054014022","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401402","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"4560647","2591","2","Block Group 2","S","+18.4482005","-067.0995148","BG",1563,691,278,64,5,1,0,343,872,808,4,1,0,0,708,0,0,0,93,0,0,2,0,0,0,30,8,0,0,15,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"G72000504014023","2020","1500000US720054014023","720054014023","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401402","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1642315","1138","3","Block Group 3","S","+18.4376836","-067.1213101","BG",1225,569,188,49,3,0,0,329,656,612,11,0,0,0,550,0,0,0,47,0,0,3,0,0,1,11,1,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504014024","2020","1500000US720054014024","720054014024","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401402","4",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1646099","0","4","Block Group 4","S","+18.4497948","-067.0820518","BG",936,459,156,40,1,0,0,262,477,453,2,0,0,0,392,0,0,0,56,0,0,3,0,0,0,16,5,0,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"G72000504015001","2020","1500000US720054015001","720054015001","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"401500","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1597648","546891","1","Block Group 1","S","+18.4166007","-067.1555190","BG",2701,1261,624,159,19,2,0,457,1440,1210,29,2,0,0,1072,1,0,0,91,0,0,8,0,0,7,135,9,0,0,28,0,0,1,0,0,0,0,0,97,0,0,0,0,0,0,0,95,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000509900000","2020","1500000US720059900000","720059900000","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"990000","0",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"0","94842533","0","Block Group 0","S","+18.5008313","-067.1683548","BG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702301001","2020","1500000US720072301001","720072301001","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230100","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"7149355","0","1","Block Group 1","S","+18.2720704","-066.0855035","BG",1060,563,199,87,8,1,0,268,497,438,9,1,0,0,368,0,1,0,58,0,0,1,0,0,0,41,2,0,0,35,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702301002","2020","1500000US720072301002","720072301002","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230100","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"3608809","5907","2","Block Group 2","S","+18.2512476","-066.0901963","BG",1425,758,166,129,14,2,0,447,667,626,2,0,0,1,484,1,0,0,135,0,0,3,0,0,0,35,4,0,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702301003","2020","1500000US720072301003","720072301003","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230100","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"2319074","0","3","Block Group 3","S","+18.2916295","-066.0757957","BG",961,445,179,40,3,0,0,223,516,479,1,1,0,1,403,0,0,0,61,0,0,11,0,1,0,26,3,0,0,11,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,11,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702302001","2020","1500000US720072302001","720072302001","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230200","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"1176356","703","1","Block Group 1","S","+18.2644912","-066.1022065","BG",794,360,149,36,2,1,0,172,434,360,9,0,0,0,291,1,0,0,54,0,0,5,0,0,0,61,8,0,0,37,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702302002","2020","1500000US720072302002","720072302002","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230200","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"3076725","1612","2","Block Group 2","S","+18.2565236","-066.1284959","BG",1494,661,161,113,6,0,0,381,833,773,12,0,0,0,543,6,0,0,212,0,0,0,0,0,0,39,5,0,0,21,0,0,4,1,0,1,0,0,7,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G72000702302003","2020","1500000US720072302003","720072302003","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230200","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"4635776","1850","3","Block Group 3","S","+18.2745781","-066.1139955","BG",1304,532,193,58,15,0,0,266,772,672,13,0,1,0,512,1,0,0,131,2,0,12,0,0,0,62,9,0,0,36,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702302004","2020","1500000US720072302004","720072302004","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230200","4",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"4313292","1106","4","Block Group 4","S","+18.2692642","-066.1286266","BG",1804,749,217,85,13,2,0,432,1055,974,3,3,0,0,674,2,0,0,282,0,0,10,0,0,0,67,18,0,0,40,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702303001","2020","1500000US720072303001","720072303001","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230300","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"590759","1039","1","Block Group 1","S","+18.2572543","-066.1035751","BG",1543,815,295,127,6,1,2,384,728,666,10,0,3,0,542,3,3,0,90,1,0,8,0,3,3,41,0,0,0,31,0,0,3,0,0,2,0,0,2,0,3,0,0,0,0,0,21,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702303002","2020","1500000US720072303002","720072303002","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230300","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"1186507","0","2","Block Group 2","S","+18.2519776","-066.1086159","BG",939,481,156,51,4,1,0,269,458,434,23,1,0,0,344,0,0,0,63,1,0,0,0,2,0,19,0,0,0,11,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702304001","2020","1500000US720072304001","720072304001","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230400","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"12427200","1212","1","Block Group 1","S","+18.2604159","-066.1558033","BG",1683,1056,315,123,1,0,0,617,627,596,21,2,0,0,424,0,0,0,146,0,0,2,0,1,0,25,13,0,0,8,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702304002","2020","1500000US720072304002","720072304002","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230400","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"5295346","0","2","Block Group 2","S","+18.2689802","-066.1714099","BG",1212,713,145,88,3,1,0,476,499,464,20,0,0,0,364,0,0,0,73,0,0,3,0,4,0,15,4,0,0,5,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702304003","2020","1500000US720072304003","720072304003","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230400","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"8582609","9410","3","Block Group 3","S","+18.2354806","-066.1636390","BG",1496,790,192,125,2,0,0,471,706,654,9,1,0,0,497,0,0,0,142,0,0,1,0,4,0,32,9,0,0,15,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000702305011","2020","1500000US720072305011","720072305011","9","0","Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,"230501","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"5745701","0","1","Block Group 1","S","+18.2372846","-066.1337659","BG",2082,1098,289,150,10,0,0,649,984,932,34,0,3,0,691,0,0,0,200,0,0,4,0,0,0,33,8,0,0,21,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
