GISJOIN,YEAR,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,CDA,SLDU18A,SLDL18A,VTDA,VTDI,SDELMA,SDSECA,SDUNIA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,U7B001,U7B002,U7B003,U7B004,U7B005,U7B006,U7B007,U7B008,U7B009,U7B010,U7B011,U7B012,U7B013,U7B014,U7B015,U7B016,U7B017,U7B018,U7B019,U7B020,U7B021,U7B022,U7B023,U7B024,U7B025,U7B026,U7B027,U7B028,U7B029,U7B030,U7B031,U7B032,U7B033,U7B034,U7B035,U7B036,U7B037,U7B038,U7B039,U7B040,U7B041,U7B042,U7B043,U7B044,U7B045,U7B046,U7B047,U7B048,U7B049,U7B050,U7B051,U7B052,U7B053,U7B054,U7B055,U7B056,U7B057,U7B058,U7B059,U7B060,U7B061,U7B062,U7B063,U7B064,U7B065,U7B066,U7B067,U7B068,U7B069,U7B070,U7B071
"G72003100504052","2020","1500000US720310504052","720310504052","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050405","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"402058","0","2","Block Group 2","S","+18.3882191","-066.0008948","BG",3093,1536,449,163,9,28,3,884,1557,1480,10,1,1,0,1253,1,2,0,208,0,1,2,0,1,0,50,12,0,0,34,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100505031","2020","1500000US720310505031","720310505031","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050503","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"446446","0","1","Block Group 1","S","+18.3743737","-065.9843199","BG",2459,1424,391,407,5,1,2,618,1035,971,17,0,1,0,648,1,0,0,296,0,0,8,0,0,0,51,9,0,0,32,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100505032","2020","1500000US720310505032","720310505032","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050503","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"260674","0","2","Block Group 2","S","+18.3753854","-065.9895213","BG",1138,572,182,152,6,0,2,230,566,531,20,3,1,0,383,1,0,0,111,0,0,12,0,0,0,29,4,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"G72003100505033","2020","1500000US720310505033","720310505033","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050503","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"267533","0","3","Block Group 3","S","+18.3797578","-065.9851959","BG",1155,644,189,267,7,0,0,181,511,490,12,0,1,0,263,7,0,0,205,0,0,2,0,0,0,12,1,0,0,4,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100505041","2020","1500000US720310505041","720310505041","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050504","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"437730","0","1","Block Group 1","S","+18.3695238","-065.9861886","BG",1578,802,257,186,8,0,0,351,776,723,6,0,1,0,561,1,0,0,142,0,0,12,0,0,0,41,9,0,0,27,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100505042","2020","1500000US720310505042","720310505042","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050504","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"1988767","70892","2","Block Group 2","S","+18.3682200","-065.9715952","BG",1686,687,124,266,4,0,0,293,999,944,8,0,0,0,484,0,0,0,445,0,0,7,0,0,0,49,5,0,0,30,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100505043","2020","1500000US720310505043","720310505043","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050504","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"250799","0","3","Block Group 3","S","+18.3630343","-065.9836729","BG",1247,576,155,144,8,0,0,269,671,621,7,3,2,0,448,0,0,0,137,0,0,24,0,0,0,35,4,0,0,24,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100505044","2020","1500000US720310505044","720310505044","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050504","4",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"272907","0","4","Block Group 4","S","+18.3665262","-065.9841034","BG",2081,1085,310,191,11,0,0,573,996,923,26,0,0,0,694,0,0,0,203,0,0,0,0,0,0,47,4,0,0,39,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,26,0,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100505051","2020","1500000US720310505051","720310505051","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050505","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"813759","957","1","Block Group 1","S","+18.3831998","-065.9706119","BG",1415,627,195,77,1,10,1,343,788,747,14,1,4,1,568,0,0,0,151,0,0,4,0,3,1,32,6,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100505052","2020","1500000US720310505052","720310505052","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050505","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"1388484","115215","2","Block Group 2","S","+18.3761673","-065.9662851","BG",1135,613,136,140,2,1,0,334,522,474,10,0,0,0,362,0,0,0,102,0,0,0,0,0,0,32,3,0,0,19,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100505061","2020","1500000US720310505061","720310505061","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050506","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"317059","0","1","Block Group 1","S","+18.3803499","-065.9809198","BG",1559,659,200,145,5,1,2,306,900,843,3,1,2,0,592,0,0,0,228,0,0,14,0,3,0,24,1,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100505062","2020","1500000US720310505062","720310505062","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050506","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"1027253","0","2","Block Group 2","S","+18.3765838","-065.9759749","BG",2467,1224,414,282,5,4,0,519,1243,1161,12,3,1,0,890,3,0,1,240,0,0,4,0,1,6,68,18,0,0,35,0,0,1,0,0,2,0,0,12,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100506001","2020","1500000US720310506001","720310506001","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050600","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"625350","23714","1","Block Group 1","S","+18.3876099","-065.9681219","BG",1207,576,146,82,6,13,1,328,631,591,10,0,1,0,427,2,0,0,148,0,0,1,0,2,0,21,0,0,0,12,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100506002","2020","1500000US720310506002","720310506002","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050600","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"152521","0","2","Block Group 2","S","+18.3860128","-065.9634543","BG",892,435,105,123,3,4,0,200,457,421,1,2,0,0,216,0,0,0,200,0,0,1,0,0,1,33,1,0,0,22,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100506003","2020","1500000US720310506003","720310506003","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050600","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"355769","0","3","Block Group 3","S","+18.3892023","-065.9611142","BG",1394,649,132,177,8,3,0,329,745,722,6,0,0,0,412,0,0,0,298,0,0,4,0,0,2,21,2,0,0,11,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100506004","2020","1500000US720310506004","720310506004","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050600","4",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"448606","0","4","Block Group 4","S","+18.3815194","-065.9604274","BG",1932,1206,171,513,11,0,0,511,726,693,9,0,0,0,386,3,0,0,290,0,0,1,0,2,2,26,5,0,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100507001","2020","1500000US720310507001","720310507001","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050700","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"155752","0","1","Block Group 1","S","+18.3844831","-065.9561052","BG",616,442,71,138,3,0,0,230,174,170,3,2,0,0,67,2,0,0,96,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100507002","2020","1500000US720310507002","720310507002","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050700","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"140088","0","2","Block Group 2","S","+18.3810589","-065.9574557","BG",659,440,59,109,7,0,1,264,219,209,2,0,0,0,122,1,0,0,82,1,0,0,0,1,0,10,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508031","2020","1500000US720310508031","720310508031","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050803","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"353367","0","1","Block Group 1","S","+18.3888811","-065.9553935","BG",1675,970,202,339,6,0,0,423,705,676,13,0,0,0,414,0,0,0,239,0,0,4,0,0,6,23,5,0,0,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508032","2020","1500000US720310508032","720310508032","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050803","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"325692","0","2","Block Group 2","S","+18.3939851","-065.9552580","BG",1898,899,314,209,1,1,0,374,999,957,22,0,0,0,648,6,0,0,271,0,0,9,0,0,1,21,1,0,0,12,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,21,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508111","2020","1500000US720310508111","720310508111","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050811","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"159112","0","1","Block Group 1","S","+18.4168075","-065.9559220","BG",906,457,154,126,6,1,0,170,449,423,8,2,0,0,315,2,0,0,96,0,0,0,0,0,0,15,2,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508112","2020","1500000US720310508112","720310508112","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050811","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"136276","0","2","Block Group 2","S","+18.4172532","-065.9636906","BG",651,338,104,90,0,1,0,143,313,291,16,0,0,0,192,1,0,0,80,0,0,1,0,1,0,8,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508113","2020","1500000US720310508113","720310508113","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050811","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"12739246","373897","3","Block Group 3","S","+18.4088265","-065.9339153","BG",810,465,156,105,0,2,0,202,345,305,0,1,0,0,208,1,0,0,89,0,0,4,0,1,1,26,1,0,0,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508114","2020","1500000US720310508114","720310508114","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050811","4",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"275505","0","4","Block Group 4","S","+18.4196415","-065.9568257","BG",1384,759,257,159,5,2,0,336,625,516,10,0,0,0,400,2,0,0,97,0,0,4,0,3,0,20,2,0,0,8,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,89,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508121","2020","1500000US720310508121","720310508121","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050812","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"235842","0","1","Block Group 1","S","+18.3982747","-065.9573104","BG",1644,775,250,246,3,0,0,276,869,827,13,0,0,0,387,1,0,0,416,0,0,9,0,0,1,31,3,0,0,16,0,0,3,0,1,0,0,0,8,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508122","2020","1500000US720310508122","720310508122","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050812","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"605024","23022","2","Block Group 2","S","+18.3993100","-065.9598450","BG",1812,826,277,185,6,1,2,355,986,945,15,0,3,0,602,1,0,0,307,0,0,11,0,1,5,31,7,0,0,18,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508211","2020","1500000US720310508211","720310508211","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050821","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"438261","182694","1","Block Group 1","S","+18.4141175","-065.9616132","BG",1260,649,216,130,10,1,0,292,611,567,21,0,1,0,420,0,0,0,117,0,0,8,0,0,0,36,2,0,0,30,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508212","2020","1500000US720310508212","720310508212","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050821","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"221744","0","2","Block Group 2","S","+18.4166399","-065.9593082","BG",978,490,162,84,5,1,0,238,488,459,36,0,0,0,305,3,0,0,114,0,0,0,0,0,1,24,5,0,0,15,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508213","2020","1500000US720310508213","720310508213","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050821","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"402988","0","3","Block Group 3","S","+18.4086811","-065.9621299","BG",1774,798,215,222,12,4,0,345,976,897,26,1,4,0,611,5,0,0,237,0,0,10,0,0,3,51,7,0,0,35,0,0,6,0,1,1,0,0,1,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508221","2020","1500000US720310508221","720310508221","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050822","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"151571","0","1","Block Group 1","S","+18.4044307","-065.9610448","BG",763,398,117,71,2,2,0,206,365,342,8,0,0,0,232,0,0,0,102,0,0,0,0,0,0,12,1,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508222","2020","1500000US720310508222","720310508222","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050822","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"349121","54225","2","Block Group 2","S","+18.3971809","-065.9643103","BG",1276,583,157,120,12,2,2,290,693,640,13,0,0,0,439,4,0,0,176,0,0,6,0,0,2,36,2,0,0,29,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508223","2020","1500000US720310508223","720310508223","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050822","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"229307","0","3","Block Group 3","S","+18.4031564","-065.9641375","BG",1024,485,98,95,3,3,2,284,539,515,7,0,0,0,326,0,0,0,172,0,0,6,0,3,1,18,3,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508311","2020","1500000US720310508311","720310508311","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050831","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"623718","5715","1","Block Group 1","S","+18.4021610","-065.9522929","BG",1707,820,211,178,25,1,0,405,887,829,5,2,0,0,476,9,0,1,322,0,0,13,0,1,0,42,5,0,0,17,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508312","2020","1500000US720310508312","720310508312","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050831","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"263847","0","2","Block Group 2","S","+18.4020732","-065.9554645","BG",1556,844,254,254,8,2,0,326,712,682,11,0,0,0,474,0,0,0,186,0,0,11,0,0,0,23,4,0,0,8,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508313","2020","1500000US720310508313","720310508313","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050831","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"195693","0","3","Block Group 3","S","+18.3982803","-065.9526390","BG",822,392,119,127,10,1,0,135,430,416,10,0,0,0,182,0,0,0,220,0,0,4,0,0,0,8,1,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508411","2020","1500000US720310508411","720310508411","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050841","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"2897851","110343","1","Block Group 1","S","+18.3885427","-065.9388023","BG",845,595,141,154,3,0,2,295,250,241,11,1,0,0,143,0,0,0,85,0,0,1,0,0,0,8,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100508412","2020","1500000US720310508412","720310508412","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050841","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"1435590","25164","2","Block Group 2","S","+18.3888236","-065.9481250","BG",1765,1196,320,500,7,0,4,365,569,527,16,1,3,0,285,2,0,0,217,0,0,3,0,0,0,23,1,0,0,9,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100509011","2020","1500000US720310509011","720310509011","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050901","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"4700203","169949","1","Block Group 1","S","+18.3595586","-065.9689811","BG",2460,1272,324,235,10,3,1,699,1188,1144,23,0,2,0,851,5,0,0,243,0,0,20,0,0,0,34,4,0,0,28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100509012","2020","1500000US720310509012","720310509012","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050901","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"5131170","10134","2","Block Group 2","S","+18.3480258","-065.9561945","BG",1889,1018,173,390,2,7,0,446,871,822,9,1,0,0,531,4,0,0,258,0,0,19,0,0,0,31,15,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100509013","2020","1500000US720310509013","720310509013","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050901","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"2344671","0","3","Block Group 3","S","+18.3301779","-065.9607251","BG",1031,424,64,208,0,1,0,151,607,583,10,0,0,0,304,8,0,0,259,0,0,2,0,0,0,21,7,0,0,11,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100509021","2020","1500000US720310509021","720310509021","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050902","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"1829188","111446","1","Block Group 1","S","+18.3758467","-065.9462212","BG",1449,751,146,235,3,1,0,366,698,688,13,0,0,0,422,1,0,0,246,0,0,6,0,0,0,9,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100509022","2020","1500000US720310509022","720310509022","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050902","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"249601","0","2","Block Group 2","S","+18.3733166","-065.9367756","BG",761,384,63,83,4,0,0,234,377,367,0,1,0,0,257,0,0,0,105,0,0,4,0,0,0,6,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100509023","2020","1500000US720310509023","720310509023","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050902","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"202494","0","3","Block Group 3","S","+18.3714574","-065.9454755","BG",1042,571,160,114,1,2,0,294,471,447,9,3,0,0,319,0,0,0,110,0,0,6,0,0,0,17,3,0,0,9,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100509024","2020","1500000US720310509024","720310509024","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050902","4",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"1048673","0","4","Block Group 4","S","+18.3645267","-065.9434338","BG",634,362,100,63,2,0,0,197,272,259,7,0,0,0,180,0,0,0,66,0,0,6,0,0,0,10,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100509025","2020","1500000US720310509025","720310509025","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"050902","5",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"363753","0","5","Block Group 5","S","+18.3679794","-065.9393166","BG",1886,951,229,133,7,0,0,582,935,896,15,1,1,0,660,0,0,0,208,0,0,11,0,0,0,31,6,0,0,10,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100510011","2020","1500000US720310510011","720310510011","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"051001","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"3924165","1789","1","Block Group 1","S","+18.3029396","-065.9322456","BG",1516,625,247,95,5,1,0,277,891,850,6,0,0,0,715,0,0,0,127,0,0,1,0,0,1,23,7,0,0,11,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100510012","2020","1500000US720310510012","720310510012","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"051001","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"2865167","2924","2","Block Group 2","S","+18.3081448","-065.9204337","BG",904,333,147,31,2,2,0,151,571,546,7,1,0,0,421,1,1,0,114,0,0,0,0,0,1,16,2,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100510013","2020","1500000US720310510013","720310510013","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"051001","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"7234705","16224","3","Block Group 3","S","+18.2839165","-065.9268615","BG",2008,876,314,135,2,1,0,424,1132,1020,20,11,1,0,844,0,0,0,134,0,0,3,0,2,5,92,45,0,0,44,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72003100510021","2020","1500000US720310510021","720310510021","9","0","Puerto Rico","72","Carolina Municipio","031",,,,,,,"051002","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"6559890","754","1","Block Group 1","S","+18.3245778","-065.9299715","BG",1915,712,253,156,4,1,0,298,1203,1150,3,5,0,0,874,1,0,0,264,0,0,3,0,0,0,39,14,0,0,22,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,14,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
