BLOCKID|DISTRICT
720034303001001|00030
720034303001002|00030
720034303001003|00030
720034303001004|00030
720034303001005|00030
720034303001006|00030
720034303001007|00030
720034303001008|00030
720034303001009|00030
720034303001010|00030
720034303001011|00030
720034303001012|00030
720034303001013|00030
720034303001014|00030
720034303002000|00030
720034303002001|00030
720034303002002|00030
720034303002003|00030
720034303002004|00030
720034303002005|00030
720034303002006|00030
720034303002007|00030
720034303002008|00030
720034303002009|00030
720034303002010|00030
720034303002011|00030
720034303002012|00030
720034303002013|00030
720034303002014|00030
720034303002015|00030
720034303002016|00030
720034303002017|00030
720034303002018|00030
720034303002019|00030
720034303003000|00030
720034303003001|00030
720034303003002|00030
720034303003003|00030
720034303003004|00030
720034303003005|00030
720034303003006|00030
720034303003007|00030
720034304011000|00030
720034304011001|00030
720034304011002|00030
720034304011003|00030
720034304011004|00030
720034304011005|00030
720034304011006|00030
720034304011007|00030
720034304011008|00030
720034304011009|00030
720034304011010|00030
720034304011011|00030
720034304012000|00030
720034304012001|00030
720034304012002|00030
720034304012003|00030
720034304012004|00030
720034304012005|00030
720034304013000|00030
720034304013001|00030
720034304013002|00030
720034304013003|00030
720034304013004|00030
720034304013005|00030
720034304013006|00030
720034304013007|00030
720034304013008|00030
720034304013009|00030
720034304013010|00030
720034304013011|00030
720034304021000|00030
720034304021001|00030
720034304021002|00030
720034304021003|00030
720034304021004|00030
720034304021005|00030
720034304021006|00030
720034304021007|00030
720034304021008|00030
720034304021009|00030
720034304021010|00030
720034304021011|00030
720034304021012|00030
720034304021013|00030
720034304021014|00030
720034304022000|00030
720034304022001|00030
720034304022002|00030
720034304022003|00030
720034304022004|00030
720034304022005|00030
720034304022006|00030
720034304022007|00030
720034304022008|00030
720034304022009|00030
720034304022010|00030
720034304022011|00030
720034304022012|00030
720034304022013|00030
720034304022014|00030
720034304022015|00030
720034304022016|00030
720034304022017|00030
720034304022018|00030
720034304022019|00030
720034304023000|00030
720034304023001|00030
720034304023002|00030
720034304023003|00030
720034304023004|00030
720034304023005|00030
720034304023006|00030
720034304023007|00030
720034304023008|00030
720034305011000|00030
720034305011001|00030
720034305011002|00030
720034305011003|00030
720034305011004|00030
720034305011005|00030
720034305011006|00030
720034305011007|00030
720034305011008|00030
720034305011009|00030
720034305011010|00030
720034305011011|00030
720034305012000|00030
720034305012001|00030
720034305012002|00030
720034305012003|00030
720034305012004|00030
720034305012005|00030
720034305012006|00030
720034305012007|00030
720034305012008|00030
720034305013000|00030
720034305013001|00030
720034305013002|00030
720034305013003|00030
720034305013004|00030
720034305013005|00030
720034305013006|00030
720034305013007|00030
720034305013008|00030
720034305013009|00030
720034305013010|00030
720034305013011|00030
720034305013012|00030
720034305013013|00030
720034305014000|00030
720034305014001|00030
720034305014002|00030
720034305014003|00030
720034305014004|00030
720034305014005|00030
720034305014006|00030
720034305014007|00030
720034305014008|00030
720034305014009|00030
720034305014010|00030
720034305021000|00030
720034305021001|00030
720034305021002|00030
720034305021003|00030
720034305021004|00030
720034305021005|00030
720034305021006|00030
720034305021007|00030
720034305021008|00030
720034305021009|00030
720034305021010|00030
720034305021011|00030
720034305021012|00030
720034305021013|00030
720034305021014|00030
720034305021015|00030
720034305021016|00030
720034305021017|00030
720034305021018|00030
720034305021019|00030
720034305021020|00030
720034305021021|00030
720034305022000|00030
720034305022001|00030
720034305022002|00030
720034305022003|00030
720034305022004|00030
720034305022005|00030
720034305022006|00030
720034305022007|00030
720034305022008|00030
720034305022009|00030
720034305022010|00030
720034305022011|00030
720034305022012|00030
720034305022013|00030
720034305022014|00030
720034305022015|00030
720034306011000|00030
720034306011001|00030
720034306011002|00030
720034306011003|00030
720034306011004|00030
720034306011005|00030
720034306011006|00030
720034306011007|00030
720034306012000|00030
720034306012001|00030
720034306012002|00030
720034306012003|00030
720034306012004|00030
720034306012005|00030
720034306012006|00030
720034306012007|00030
720034306012008|00030
720034306012009|00030
720034306012010|00030
720034306012011|00030
720034306013000|00030
